ImageFile,LabelText,QuestionType,QuestionText,CorrectAnswer_congr,ImageFile_All_list,LabelText_All_list,True_Ans_All_list,loop_1_block.thisRepN,loop_1_block.thisTrialN,loop_1_block.thisN,loop_1_block.thisIndex,loop_2_block.thisRepN,loop_2_block.thisTrialN,loop_2_block.thisN,loop_2_block.thisIndex,thisRow.t,notes,instr_1.started,instr_1.stopped,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_1.duration,quest_1.started,quest_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,pic_1.started,pic_1.stopped,ans_quest_1.started,key_resp_ans_quest_1.started,ans_quest_1.stopped,key_resp_ans_quest_1.keys,key_resp_ans_quest_1.corr,key_resp_ans_quest_1.rt,key_resp_ans_quest_1.duration,instr_2.started,instr_2.stopped,key_resp_instr_2.keys,key_resp_instr_2.rt,key_resp_instr_2.duration,pic2.started,key_resp_recognition.started,pic2.stopped,key_resp_recognition.keys,key_resp_recognition.corr,key_resp_recognition.rt,key_resp_recognition.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.004722900004708208,0.8096971000049962,space,0.29970119999779854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img16.png,ПЕЛЬМЕНИНО-ЕЖИНО,Перцептивный,Слово написано большими буквами?,right,,,,0,0,0,15,,,,,0.858030500006862,,,,,,,0.8339034000091488,1.7260154000105103,space,0.40830349999305326,None,1.7293397000030382,4.241894100006903,4.24191760001122,4.258513100008713,5.276209400006337,right,1,1.0014951000048313,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img9.png,кокосело-медузело,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,1,1,8,,,,,5.3015389000065625,,,,,,,5.277166700005182,6.459737099998165,space,0.6574843999987934,None,6.460220100008883,8.975184900002205,8.975199000007706,8.991907800009358,9.459856300003594,right,1,0.4666021000011824,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img12.png,ЛАНДЫШЕЛЛО-МАРТЫШЕЛЛО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,2,2,11,,,,,9.475153699997463,,,,,,,9.460572299998603,10.059828099998413,space,0.08261450000281911,None,10.060339100004057,12.57532610000635,12.575341400006437,12.591854199999943,13.226074500009418,right,1,0.6170883999875514,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img6.png,КАРТОШЕЛЛО-КУКУШЕЛЛО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,3,3,5,,,,,13.241642599998158,,,,,,,13.226736399999936,13.80955430000904,space,0.054211300011957064,None,13.809936999998172,16.325488900009077,16.32551140000578,16.341766800003825,16.876338200003374,right,1,0.5249839000025531,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img20.png,БОТИЧИНИ-КРОЛИЧИНИ,Фонологический,Слово рифмуется с "пейзажини"?,right,,,,0,4,4,19,,,,,16.898718800002825,,,,,,,16.877388799999608,18.05954610000481,space,0.6507903000019724,None,18.06007700000191,20.57531420000305,20.57533439999679,20.59191830000782,21.026406400007545,right,1,0.43126729999494273,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img17.png,пиццерретто-голубетто,Фонологический,Слово рифмуется с "облакоро"?,left,,,,0,5,5,16,,,,,21.04271530000551,,,,,,,21.027439600002253,21.60982420000073,space,0.06508510001003742,None,21.61033560000942,24.12524520000443,24.125259799999185,24.141647600001306,24.876165499998024,right,0,0.7213760000013281,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img18.png,РУБИНОРО-ДЕЛЬФИНОРО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,6,6,17,,,,,24.89197170000989,,,,,,,24.87686129999929,26.65983750000305,space,1.2590597000089474,None,26.66034740000032,29.175332400001935,29.175347199998214,29.19167140001082,29.759590200003004,right,1,0.554960099994787,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img19.png,сахарини-комарини,Перцептивный,Слово написано большими буквами?,left,,,,0,7,7,18,,,,,29.775295900006313,,,,,,,29.760229000006802,30.343040200008545,space,0.06445429999439511,None,30.34348399999726,32.85900510000647,32.85901970000123,32.87522380000155,33.45965380000416,right,0,0.574886600006721,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img22.png,ФАСТФУДОРО-ВЕРБЛЮДОРО,Перцептивный,Слово написано большими буквами?,right,,,,0,8,8,21,,,,,33.475270800001454,,,,,,,33.4603943000111,35.42598929999804,space,1.4416990000027,None,35.42633339999884,37.94206349999877,37.942091500008246,37.958624400009285,38.40986660000635,right,1,0.4460029000038048,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
